time | phase | epoch | batch | work | done | ETA | loss | card@1 | zone | tile | timing
02:55:17 | 4.4.1 | 1/11 | 3425/5425 |   5.74% | 1,753,600/30,550,828 | 3h53m | 4.858 | — | — | — | —
02:55:23 | 4.4.1 | 1/11 | 3450/5425 |   5.78% | 1,766,400/30,550,828 | 3h53m | 4.754 | — | — | — | —
02:55:30 | 4.4.1 | 1/11 | 3475/5425 |   5.82% | 1,779,200/30,550,828 | 3h53m | 4.487 | — | — | — | —
02:55:36 | 4.4.1 | 1/11 | 3500/5425 |   5.87% | 1,792,000/30,550,828 | 3h53m | 4.953 | — | — | — | —
02:55:42 | 4.4.1 | 1/11 | 3525/5425 |   5.91% | 1,804,800/30,550,828 | 3h52m | 4.412 | — | — | — | —
02:55:48 | 4.4.1 | 1/11 | 3550/5425 |   5.95% | 1,817,600/30,550,828 | 3h52m | 5.259 | — | — | — | —
02:55:54 | 4.4.1 | 1/11 | 3575/5425 |   5.99% | 1,830,400/30,550,828 | 3h52m | 4.414 | — | — | — | —
02:56:00 | 4.4.1 | 1/11 | 3600/5425 |   6.03% | 1,843,200/30,550,828 | 3h52m | 4.914 | — | — | — | —
02:56:06 | 4.4.1 | 1/11 | 3625/5425 |   6.07% | 1,856,000/30,550,828 | 3h52m | 5.014 | — | — | — | —
02:56:12 | 4.4.1 | 1/11 | 3650/5425 |   6.12% | 1,868,800/30,550,828 | 3h52m | 4.426 | — | — | — | —
02:56:18 | 4.4.1 | 1/11 | 3675/5425 |   6.16% | 1,881,600/30,550,828 | 3h51m | 5.361 | — | — | — | —
02:56:24 | 4.4.1 | 1/11 | 3700/5425 |   6.20% | 1,894,400/30,550,828 | 3h51m | 4.954 | — | — | — | —
02:56:30 | 4.4.1 | 1/11 | 3725/5425 |   6.24% | 1,907,200/30,550,828 | 3h51m | 5.062 | — | — | — | —
02:56:36 | 4.4.1 | 1/11 | 3750/5425 |   6.28% | 1,920,000/30,550,828 | 3h51m | 5.042 | — | — | — | —
02:56:43 | 4.4.1 | 1/11 | 3775/5425 |   6.33% | 1,932,800/30,550,828 | 3h51m | 4.767 | — | — | — | —
02:56:49 | 4.4.1 | 1/11 | 3800/5425 |   6.37% | 1,945,600/30,550,828 | 3h51m | 4.767 | — | — | — | —
02:56:56 | 4.4.1 | 1/11 | 3825/5425 |   6.41% | 1,958,400/30,550,828 | 3h51m | 4.957 | — | — | — | —
02:57:03 | 4.4.1 | 1/11 | 3850/5425 |   6.45% | 1,971,200/30,550,828 | 3h51m | 4.784 | — | — | — | —
02:57:09 | 4.4.1 | 1/11 | 3875/5425 |   6.49% | 1,984,000/30,550,828 | 3h51m | 4.808 | — | — | — | —
02:57:15 | 4.4.1 | 1/11 | 3900/5425 |   6.54% | 1,996,800/30,550,828 | 3h51m | 4.868 | — | — | — | —
02:57:21 | 4.4.1 | 1/11 | 3925/5425 |   6.58% | 2,009,600/30,550,828 | 3h51m | 4.872 | — | — | — | —
02:57:28 | 4.4.1 | 1/11 | 3950/5425 |   6.62% | 2,022,400/30,550,828 | 3h51m | 4.594 | — | — | — | —
02:57:34 | 4.4.1 | 1/11 | 3975/5425 |   6.66% | 2,035,200/30,550,828 | 3h51m | 4.621 | — | — | — | —
02:57:41 | 4.4.1 | 1/11 | 4000/5425 |   6.70% | 2,048,000/30,550,828 | 3h51m | 4.614 | — | — | — | —
02:57:47 | 4.4.1 | 1/11 | 4025/5425 |   6.74% | 2,060,800/30,550,828 | 3h50m | 4.905 | — | — | — | —
02:57:53 | 4.4.1 | 1/11 | 4050/5425 |   6.79% | 2,073,600/30,550,828 | 3h50m | 4.761 | — | — | — | —
02:57:59 | 4.4.1 | 1/11 | 4075/5425 |   6.83% | 2,086,400/30,550,828 | 3h50m | 4.622 | — | — | — | —
02:58:05 | 4.4.1 | 1/11 | 4100/5425 |   6.87% | 2,099,200/30,550,828 | 3h50m | 4.620 | — | — | — | —
02:58:11 | 4.4.1 | 1/11 | 4125/5425 |   6.91% | 2,112,000/30,550,828 | 3h50m | 5.019 | — | — | — | —
02:58:17 | 4.4.1 | 1/11 | 4150/5425 |   6.95% | 2,124,800/30,550,828 | 3h50m | 4.639 | — | — | — | —
02:58:23 | 4.4.1 | 1/11 | 4175/5425 |   7.00% | 2,137,600/30,550,828 | 3h50m | 4.789 | — | — | — | —
02:58:29 | 4.4.1 | 1/11 | 4200/5425 |   7.04% | 2,150,400/30,550,828 | 3h49m | 4.616 | — | — | — | —
02:58:35 | 4.4.1 | 1/11 | 4225/5425 |   7.08% | 2,163,200/30,550,828 | 3h49m | 4.404 | — | — | — | —
02:58:41 | 4.4.1 | 1/11 | 4250/5425 |   7.12% | 2,176,000/30,550,828 | 3h49m | 4.643 | — | — | — | —
02:58:47 | 4.4.1 | 1/11 | 4275/5425 |   7.16% | 2,188,800/30,550,828 | 3h49m | 4.800 | — | — | — | —
02:58:53 | 4.4.1 | 1/11 | 4300/5425 |   7.21% | 2,201,600/30,550,828 | 3h49m | 4.623 | — | — | — | —
